,ISIN,NAME
742,CA00547K1057,Adamant Holding
743,CA00654B1040,Adcore
744,CA00654D1006,Adastra Holdings
745,CA0074081070,Aduro Clean Technologies
746,CA00762V1094,Aecon Group
747,CA0076361033,Aequus Pharmaceuticals
748,CA00784W1014,Adyton Resources
749,CA00791E1025,Adventus Mining
750,CA00791P1071,Advantage Energy
751,CA0079755017,AEterna Zentaris
752,CA00829Q1019,Africa Oil
753,CA00830Q3061,Affinor Growers
754,CA00830W1059,Africa Energy
755,CA00831V2057,Aftermath Silver
756,CA00833F1099,African Energy Metals
757,CA0084741085,Agnico Eagle Mines
758,CA0089118776,Air Canada
759,CA00900Q1037,Aimia
760,CA0091204036,AirIQ
761,CA0115321089,Alamos Gold
762,CA01444Q1046,Aleafia Health
763,CA01559R4008,Algernon Pharmaceuticals
764,CA0158571053,Algonquin Power & Utilities
765,CA01590A1012,ALKALINE FUEL CELL POWER
766,CA01626P1484,Alimentation Couche-Tard
767,CA01863P2070,Alliance Mining
768,CA01910L1004,Allied Copper
769,CA0202833053,Almaden Minerals
770,CA0203981034,Almonty Industries
771,CA02074D1087,Alpha Copper
772,CA02075X1033,Alpha Lithium
773,CA02078J1012,Alpha Metaverse Technologies
774,CA0209361009,Altius Minerals
775,CA0213611001,AltaGas HANDELSUNIVERSUM
776,CA02137W2004,Altair Resources
777,CA02138F2061,Altaley Mining
778,CA02139L1031,Altamira Gold
779,CA02156G1028,Altius Renewable Royalties
780,CA02156R1082,Altiplano Metals
781,CA02215R1073,Altus Group
782,CA02312A1066,Amaroq Minerals
783,CA02316X1024,Ambari Brands
784,CA02341J1021,Amcomri Entertainment
785,CA02377G1054,American Aires
786,CA02632Q1046,American Future Fuel
787,CA0272592092,American Lithium
788,CA0287912004,American Pacific Mining
789,CA02906A1084,American Potash
790,CA03062D1006,Americas Gold & Silver
791,CA03074G1090,Amerigo Resources
792,CA03078N1006,Ameriwest Lithium
793,CA03114B1022,Amex Exploration
794,CA03169D1024,AmmPower
795,CA03464C1068,Anfield Energy
796,CA03519P1027,Angold Resources
797,CA03783P1018,Appia Rare Earth & Uranium
798,CA03835T2002,Aptose Biosciences
799,CA03842U2083,Aquarius Ai
800,CA03879J1003,Arbutus Biopharma
801,CA03880B1040,Arbor Metals
802,CA03967T3091,Arctic Star Exploration
803,CA03990C1095,Aretto Wellness
804,CA04014D2068,Argentum Silver
805,CA04016A1012,Argonaut Gold
806,CA04016E2024,Argentina Lithium
807,CA04016J1021,Argo Gold
808,CA04017M1041,Ares Strategic Mining
809,CA0403282050,ARHT Media
810,CA04035D1024,Arianne Phosphate
811,CA04040Y1097,Aris Mining Corporation
812,CA04045U1021,ARITZIA
813,CA0405821087,Arizona Silver Exploration
814,CA04058Q1054,Arizona Sonoran Copper HANDELSUNIVERSUM
815,CA04336A1049,Arway
816,CA04341X1078,Asante Gold
817,CA0435041094,Ascendant Resources
818,CA04364G1063,Ascot Resources
819,CA04368A1057,ASEP Medical Holdings
820,CA0464911068,ATAC Resources
821,CA0467894006,ATCO
822,CA04682R1073,Athabasca Oil
823,CA0475591099,Atico Mining
824,CA04952E1097,Atmofizer Technologies
825,CA05156F1071,Aurion Resources
826,CA05156X8843,Aurora Cannabis
827,CA0519188035,Aurcana Silver
828,CA05207J1084,Aurora Solar Technologies
829,CA0521041065,Auscan Resources
830,CA05334L1094,Auxico Resources Canada
831,CA05335P1099,Auxly Cannabis Group
832,CA05337L3048,Avalon Advanced Materials
833,CA05351M2040,Avarone Metals
834,CA05353D1033,Avant Brands
835,CA0539061030,Avino Silver & Gold Mines
836,CA05453A2074,Avrupa Minerals
837,CA05455W1086,Awakn Life Sciences
838,CA05461V2012,AXMIN
839,CA05466C1095,Aya Gold & Silver
840,CA05475P1099,Ayr Wellness
841,CA05476A1012,Ayurcann Holdings
842,CA05478T2074,Azincourt Energy
843,CA05534B7604,BCE
844,CA0556402059,BQE Water
845,CA05577W2004,BRP
846,CA05591K1093,BMEX Gold
847,CA0585861085,Ballard Power
848,CA06048X1087,Bank of America CDR
849,CA0636711016,Bank of Montreal
850,CA0641491075,Bank of Nova Scotia
851,CA06683K1066,Banyan Gold
852,CA06683R1010,Banxa Holdings
853,CA06766T1075,Barksdale Resources HANDELSUNIVERSUM
854,CA0679011084,Barrick Gold
855,CA0682943059,Baroyeca Gold & Silver
856,CA0688921083,Barsele Minerals
857,CA07012B1067,Basin Uranium
858,CA0705051021,Batero Gold
859,CA0717051076,Bausch + Lomb
860,CA0717341071,Bausch Health
861,CA07278W1095,Bayhorse Silver
862,CA0728191051,Baylin Technologies
863,CA07317Q1054,Baytex Energy
864,CA07380N1042,Bear Creek Mining
865,CA0762301012,Bedford Metals
866,CA0765881028,Bee Vectoring Technologies
867,CA07785T2011,Belgravia Hartford Capital
868,CA07987C2040,Bellus Health
869,CA0805581091,Belo Sun Mining
870,CA08162A1049,Benchmark Metals
871,CA08345Q2080,Benz Mining
872,CA08772P2026,Betterlife Pharma
873,CA08772W1086,Better Moo(d) Food
874,CA08783B1013,BevCanna Enterprises
875,CA0886412042,Beyond Medical Technologies
876,CA08947T1057,Big Red Mining
877,CA0898041086,BIGG Digital Assets
878,CA09064N1033,Bioasis Technologies
879,CA0906971035,Birchcliff Energy
880,CA09073K1084,Biomark Diagnostics
881,CA09075M1023,Biome Grow
882,CA09076J1084,BioHarvest Sciences
883,CA09076M1014,BioVaxys Technology
884,CA09076N2086,Binovi Technologies
885,CA09088U1093,Birks Group
886,CA09202D2077,Black Diamond
887,CA09214V1040,Black Iron
888,CA09226C2013,Black Tusk Resources
889,CA09228F1036,BlackBerry
890,CA09238B3083,Blackhawk Growth
891,CA09261Q1072,Blackrock Silver
892,CA09352R1055,Blende Silver HANDELSUNIVERSUM
893,CA09353K3073,Blender Bites
894,CA09369M1077,
895,Blockchaink2,
896,CA09564P1036,Blue Lagoon Resources
897,CA0960495079,Blue Sky Uranium
898,CA09607B2021,BLUE STAR GOLD
899,CA09609Y1016,Blueberries Medical
900,CA09626M3049,BLUESTONE RESOURCES
901,CA09664U1012,Boat Rocker Media
902,CA0976922066,Bolt Metals
903,CA0977518616,Bombardier
904,CA09789B1031,Bond Resources
905,CA09852X7018,Bonterra Resources
906,CA0985461049,Bonterra Energy
907,CA0994031072,Boosh Plant-Based Brands
908,CA09950M3003,Boralex
909,CA10170T2083,Boundary Gold and Copper Mining
910,CA1048333068,Bragg Gaming
911,CA10566L1085,Braveheart Resources
912,CA10567D2041,Bravada Gold
913,CA1057361026,Braxia Scientific
914,CA10778T1057,Bri-Chem
915,CA1089093001,Brigadier Gold
916,CA11120Q3026,Brixton Metals
917,CA11271J1075,Brookfield Corporation
918,CA11777Q2099,B2Gold
919,CA1208311029,Burcon NutraScience
920,CA1247651088,CAE
921,CA1249003098,CCL Industries
922,CA12507V1040,CBLT
923,CA12510R1082,CDN Maverick Capital
924,CA12532H1047,CGI Group
925,CA1254055066,CGX ENERGY INC.
926,CA1254911003,CI Financial
927,CA1266321084,CVR Medical
928,CA12670M1059,CVW CleanTech
929,CA1271061022,Cabral Gold
930,CA1295844056,Calfrac Well Services
931,CA13000C2058,Calibre Mining
932,CA13124L7016,Callinex Mines HANDELSUNIVERSUM
933,CA13321L1085,Cameco
934,CA1348011091,Canaccord Genuity
935,CA1348082035,Canacol Energy
936,CA1348281025,Canada Carbon
937,CA1348521024,Canada Cobalt Works
938,CA1349211054,Canadian Apartment Properties REIT
939,CA1350861060,Canada Goose
940,CA13515Q1037,Canada Nickel Company
941,CA1352081063,Canada Rare Earth
942,CA1358702027,Canadian GoldCamps
943,CA1360691010,Canadian Imperial Bank of Commerce
944,CA1363751027,Canadian National Railway
945,CA1363851017,Canadian Natural Resources
946,CA13645T1003,Canadian Pacific Railway
947,CA13646R1038,Canadian Palladium Resources
948,CA1366351098,Canadian Solar
949,CA1366812024,Canadian Tire
950,CA1367178326,Canadian Utilities
951,CA1368421014,Canagold Resources
952,CA13708P2017,CanAlaska Uranium
953,CA13723D1006,Canasil Resources
954,CA13739Y3041,Candente Copper
955,CA1375761048,Canfor
956,CA1375842079,Canfor Pulp Products
957,CA13758Y2015,Canickel Mining
958,CA13765L1013,Cannabix Technologies
959,CA13765U1012,Cannara Biotech
960,CA1377991023,Canntab Therapeutics
961,CA1380351009,Canopy Growth
962,CA1380502080,Camino Minerals
963,CA13875F1018,Canxgold Mining
964,CA1389093040,Canuc Resources
965,CA13960M1023,Capella Minerals
966,CA14042M1023,Capital Power
967,CA14071L1085,Capstone Copper
968,CA14075H2028,Captor Capital
969,CA14116K4046,CARBON STREAMING CORP.
970,CA14150G4007,Cardinal Energy
971,CA14161Y2006,Cardiol Therapeutics HANDELSUNIVERSUM
972,CA14173C1059,CareRx
973,CA14179V5036,Cargojet
974,CA14307R2000,Carlyle Commodities
975,CA1467721082,Cartier Resources
976,CA1469001053,Cascades
977,CA1482391069,Cassiar Gold
978,CA14875E1025,CAT Strategic Metals
979,CA14919F1071,Cathedra Bitcoin
980,CA15101Q1081,Celestica
981,CA15135U1093,Cenovus Energy
982,CA15138B3065,Centaurus Energy
983,CA1520061021,Centerra Gold
984,CA15234A1030,CENTR Brands
985,CA15643T5035,Centurion Minerals
986,CA1568281051,Cerro De Pasco
987,CA15713J1049,CES Energy Solutions
988,CA15748D1069,Chakana Copper
989,CA16106R1091,Charlottes Web Holdings
990,CA1651841027,Chesapeake Gold
991,CA1671012039,Chibougamau Mines
992,CA16890P1036,China Gold International Resources
993,CA17040B1013,Choom Holdings
994,CA17104U1021,Christina Lake Cannabis
995,CA17178G1046,Cielo Waste Solutions
996,CA1724541000,Cineplex
997,CA17253X1050,Cipher Pharmaceuticals
998,CA17878Y2078,Civeo
999,CA18066R1038,Clarity Metals
1000,CA18274C1041,Class 1 Nickel and Technologies
1001,CA18452Y1007,Clean Air Metals
1002,CA18453C1077,Clear Blue Technologies
1003,CA18453D2041,CleanGo Innovations
1004,CA18469E1051,Clear Sky Lithium
1005,CA18912C1023,CloudMD
1006,CA18913C1014,Cloud Nine Web3 Technologies
1007,CA19238T1003,Cogeco
1008,CA19243C1005,Cognetivity Neurosciences
1009,CA1946931070,Colliers International
1010,CA1973091079,Columbia Care HANDELSUNIVERSUM
1011,CA2006977045,Commerce Resources
1012,CA20676A1084,Condor Energies
1013,CA2073241044,Conifex Timber
1014,CA21024C1014,Consolidated Uranium
1015,CA21037X1006,Constellation Software
1016,CA21250C1068,Converge Technology Solutions
1017,CA2172051039,CopAur Minerals
1018,CA21749Q1046,Copper Fox Metals
1019,CA21750U1012,Copper Mountain Mining
1020,CA21750Y1034,Copper Lake Resources
1021,CA21852Q6022,Cordoba Minerals
1022,CA21871U1057,Core Assets
1023,CA21872J3073,Core One Labs
1024,CA21922J6043,Cornerstone
1025,CA21948L1040,Cornish Metals
1026,CA2208741017,Corus Entertainment
1027,CA2241301043,Craftport Cannabis
1028,CA22576C1014,Crescent Point Energy
1029,CA22587M1068,Cresco Labs
1030,CA22608C1032,Crest Resources
1031,CA22630V1031,Crestview Exploration
1032,CA2265331074,Crew Energy
1033,CA22675W1077,Critical Elements Lithium
1034,CA22717L1013,Cronos Group
1035,CA22758R1082,Cross River Ventures
1036,CA22888A1084,Cruz Battery Metals
1037,CA22906X1069,Cryptoblox Technologies
1038,CA23003L1022,Cullinan Metals
1039,CA2302662077,Cult Food Science
1040,CA23256X1006,Cybin
1041,CA23267C2022,Cypher Metaverse
1042,CA2327492005,Cypress Development
1043,CA23343T1049,DGTL Holdings Inc.
1044,CA23345B2003,DMG Blockchain Solutions
1045,CA23809L1085,Datametrex AI
1046,CA2386611024,DAVIDsTEA
1047,CA2435731021,Decklar Resources
1048,CA24378W1032,Deep-South Resources
1049,CA24380K3038,DeepMarkit HANDELSUNIVERSUM
1050,CA2446331035,Defense Metals
1051,CA24463V1013,Defence Therapeutics
1052,CA2447672080,Defiance Silver
1053,CA24477T1003,Definity Financial
1054,CA24689E1079,DELIC HOLDINGS CORP.
1055,CA24703H1029,Delivra Health Brands
1056,CA24747L1013,Delta CleanTech
1057,CA2477541049,Delta 9 Cannabis
1058,CA2482332079,Denarius Metals
1059,CA2483561072,Denison Mines
1060,CA2499061083,Descartes Systems
1061,CA25039N4084,Desert Gold Ventures
1062,CA25043D1078,Desert Mountain EGY
1063,CA2525312070,Diamcor Mining
1064,CA25381D2068,Digihost Technology
1065,CA2546771072,Discovery Silver
1066,CA2548481043,District Metals
1067,CA25484L2049,District Copper
1068,CA2553311002,Diversified Royalty
1069,CA25552L2012,Dixie Gold
1070,CA25675T1075,Dollarama
1071,CA2568272058,Dolly Varden Silver
1072,CA25821T1003,Doré Copper Mining
1073,CA25822C2058,Dorel Industries
1074,CA26142Q2053,Draganfly
1075,CA26153M5072,Dream Unlimited
1076,CA26210W6053,Drone Delivery Canada
1077,CA2649011095,Dundee Corporation (A)
1078,CA2652692096,Dundee Metals
1079,CA2664951001,Durango Resources
1080,CA26780A1084,DynaCERT
1081,CA26780B1067,Dynacor Group
1082,CA26829L1076,ECN Capital
1083,CA2684692023,EGF Theramed Health
1084,CA2684931033,EGR Exploration
1085,CA26873J1075,EMX Royalty
1086,CA26885W1041,E-Play Digital
1087,CA26908N1078,ESG Global Impact
1088,CA26917E1060,E79 Resources HANDELSUNIVERSUM
1089,CA26925V1085,E3 Lithium
1090,CA26926A1030,E-Tech Resources
1091,CA2692761018,EV Technology Group
1092,CA27034F2089,EarthRenew
1093,CA2704101039,East Africa Metals
1094,CA2752551077,East Side Games Group
1095,CA27580T1075,East West Petroleum
1096,CA2768555096,Eastern Platinum
1097,CA27785T1003,Eat & Beyond Global Holdings
1098,CA27786T1093,Eat Well Investment
1099,CA27887T1075,Eco Oro Minerals
1100,CA27887W1005,Eco Oil & Gas
1101,CA28008L1067,Edgemont Gold
1102,CA2803591007,Edgewater Wireless
1103,CA28103Q1090,Edison Lithium
1104,CA2823651054,Eguana Techs
1105,CA2844451039,Elcora
1106,CA28474P2017,Electra Battery Materials
1107,CA2849025093,Eldorado Gold
1108,CA28617B1013,Electrovaya
1109,CA28619A1012,Element79
1110,CA28619R1047,Element Nutritional Sciences
1111,CA28623W1077,Elevation Gold Mining
1112,CA2899003008,Eloro Resources
1113,CA2902571041,Else Nutrition
1114,CA2907371058,Elysee Development
1115,CA2908761018,Emera
1116,CA29102L4064,Emerita Resources
1117,CA2918434077,Empire Co
1118,CA2924541055,Empress Royalty
1119,CA29250N1050,Enbridge
1120,CA29258Y1034,Endeavour Silver
1121,CA29259W7008,enCore Energy Corp
1122,CA2926717083,Energy Fuels
1123,CA29267M1086,Endurance Gold
1124,CA29269R1055,Enerflex
1125,CA2927661025,Enerplus
1126,CA29279W1023,Enduro Metals
1127,CA29286E1034,Engineer Gold Mines HANDELSUNIVERSUM
1128,CA2929491041,Enghouse Systems
1129,CA29373A3038,Enterprise
1130,CA29383X1033,Entheon Biomedical
1131,CA29384J1030,Entrée Resources
1132,CA29385B1094,Enthusiast Gaming
1133,CA2938611001,Entourage Health
1134,CA29408C1005,EnviroGold Global
1135,CA29408D1087,EnviroMetal Technologies
1136,CA29410K1084,Enwave
1137,CA29446Y5020,Equinox Gold
1138,CA29480N2068,Erdene Resource
1139,CA2960061091,Ero Copper
1140,CA2964371066,Eskay Mining
1141,CA29643L1058,ESGold
1142,CA29764T1012,Ether Capital
1143,CA29787F1045,Etruscus Resources
1144,CA29872L2066,Euro Sun Mining
1145,CA29872T1003,Euro Manganese
1146,CA29877A2056,European Electric Metals
1147,CA3001442019,Evergold
1148,CA30042G1019,Everybody Loves Languages
1149,CA30069C8016,Excellon Resources
1150,CA3007632084,Excelsior Mining
1151,CA3012831077,Exchange Income
1152,CA30151G1081,Exeblock
1153,CA30219M1059,Exploits Discovery
1154,CA30222R1091,Exro Technologies
1155,CA30224T8639,Extendicare
1156,CA3024371088,Fandifi Technology
1157,CA3025911023,FPX Nickel
1158,CA30317M3049,Fabled Silver Gold
1159,CA30322H1001,FRNT Financial
1160,CA3039011026,Fairfax Financial
1161,CA3060442074,Falcon Gold
1162,CA30606C1086,Falco Resources
1163,CA3060711015,Falcon Oil & Gas
1164,CA30710P1027,Fancamp Exploration
1165,CA30727R1091,FansUnite Entertainment
1166,CA3073571034,Faraday Copper HANDELSUNIVERSUM
1167,CA31200N2014,Fathom Nickel
1168,CA31422Y1007,FE Battery Metals
1169,CA31447M1077,FenixOro Gold
1170,CA31447P1009,Fennec Pharmaceut.
1171,CA31622P2061,Fidelity Minerals
1172,CA31730E1016,Filo Mining
1173,CA3180714048,Finning
1174,CA3180931014,Firan Technology
1175,CA3181083054,Fire & Flower
1176,CA31810H1073,Fintech Select
1177,CA31811L1076,Fiore Cannabis
1178,CA31833F1045,Fireweed Metals
1179,CA32050C1059,First Helium
1180,CA32057N1042,First Hydrogen
1181,CA32076V1031,First Majestic Silver
1182,CA3208901064,First Mining Gold
1183,CA3359341052,First Quantum Minerals
1184,CA33716L1094,First Tellurium
1185,CA33745A1084,First Uranium Resources
1186,CA33767E2024,FirstService
1187,CA3381242096,Fission 3.0
1188,CA33812R1091,Fission Uranium
1189,CA33833X1015,5N Plus
1190,CA34416E8743,Focus Graphite
1191,CA34416F1036,Fobi
1192,CA3442041024,Fokus Mining
1193,CA3449112018,Foran Mining
1194,CA3455101012,Foremost Lithium
1195,CA34660G1046,Forsys Metals
1196,CA3495531079,Fortis
1197,CA34964F1099,Fortune Bay
1198,CA34967D1015,Fortune Minerals
1199,CA3499151080,Fortuna Silver Mines
1200,CA3502676057,Fosterville South Exp.
1201,CA3518581051,Franco Nevada
1202,CA3564552048,Freegold Ventures
1203,CA3565001086,Freehold Royalties
1204,CA3567773005,Freeport Resources
1205,CA35805P1071,Freshii HANDELSUNIVERSUM
1206,CA35905B1076,Frontera Energy
1207,CA35910P1099,Frontier Lithium
1208,CA35954B2066,FSD Pharma
1209,CA35954F1080,FuelPositive
1210,CA36116V1067,Fuse Cobalt
1211,CA36117T1003,Fury Gold Mines
1212,CA3613331071,G6 Materials
1213,CA36150R1029,GBLT
1214,CA3615692058,GDI Integrated Facility
1215,CA36165F1018,GFG Resources
1216,CA36171K2011,GGX Gold
1217,CA3617932015,GLG Life Tech
1218,CA3619701061,Gabriel Resources
1219,CA3620061083,Gnomestar Craft
1220,CA36249G1090,GSP Resource
1221,CA36258E1025,GR Silver Mining
1222,CA36269A2065,Gaia Grow
1223,CA36315W3012,Galantas Gold
1224,CA36352H1001,Galiano Gold
1225,CA36468X1069,GameOn Entertainment Technologies
1226,CA3660441054,Garibaldi Resources
1227,CA36734X1042,Gatekeeper Systems
1228,CA36830P1045,Gear Energy
1229,CA36942L1085,General Copper Gold
1230,CA37149B1094,Generation Mining
1231,CA37252X1042,Gensource Potash
1232,CA37518K1021,Giga Metals
1233,CA3759161035,Gildan Activewear
1234,CA37637H1055,Giyani Metals
1235,CA37891V1058,Global Care Capital
1236,CA37892G1072,Globalblock
1237,CA3794281053,Global Wellness Strategies
1238,CA3794333037,Global UAV Technologies
1239,CA37953Y1043,Global Hemp Group
1240,CA37956H1082,Global Li-lon Graphite
1241,CA37957M1068,Global Atomic
1242,CA37958K1093,Global Battery Metals
1243,CA37958W3012,Global Health Clinics
1244,CA37959W1023,Global Helium HANDELSUNIVERSUM
1245,CA37960T1066,Global Compliance Applications
1246,CA37989H1091,Glow Lifetech
1247,CA3799005093,Globex Mining
1248,CA38018L2021,Go Metals
1249,CA38021J1030,GOAT Industries
1250,CA3803551074,Goeasy
1251,CA38045Y1025,Gogold Resources
1252,CA38047D1069,Golconda Gold
1253,CA3805561006,Gold Bull Resources
1254,CA38063G2071,Gold Line Resources
1255,CA38063L1076,Gold Lion Resources
1256,CA38065C1059,Gold n Futures Mineral
1257,CA38065L1058,Gold Mountain Mining
1258,CA38068N3067,Gold Reserve
1259,CA3807191042,Gold79 Mines
1260,CA38071H1064,Gold Royalty
1261,CA3807211006,Gold Springs Resource
1262,CA38076F1053,Gold Terra Resource
1263,CA38080W1023,Golden Arrow Resources
1264,CA3810591048,Golden Goliath
1265,CA3810832038,Golden Independence Mining
1266,CA38116T2065,Golden Ridge
1267,CA38120R1055,Golden Shield Resources
1268,CA38141A4046,Goldgroup Mining
1269,CA38144C1005,GoldQuest Mining
1270,CA38149A1093,GoldMoney
1271,CA38149E1016,GoldMining
1272,CA38149V1031,GoldHaven Resources
1273,CA38150N1078,Goldshore Resources
1274,CA38153U8840,Goldsource Mines
1275,CA38171A2092,Goliath Resources
1276,CA3820991097,The Good Flour
1277,CA38217M1005,Goodfood Market
1278,CA3834151068,GOSSAN RES LTD
1279,CA3837981057,GoviEx Uranium
1280,CA38383Q8020,Gowest Gold
1281,CA38503H2037,Granada Gold Mine
1282,CA38655P2017,Grande Portage
1283,CA3873401028,Granite Creek Copper HANDELSUNIVERSUM
1284,CA3886592037,Graph Blockchain
1285,CA38867G2053,Graphano Energy
1286,CA38871F1027,Graphite One
1287,CA38940L1067,Graycliff Exploration
1288,CA3900873025,Great Atlantic
1289,CA39115V3092,Great Panther Mining
1290,CA39138C1068,Great-West Lifeco
1291,CA39261L1058,GREEN BATTERY MINERALS
1292,CA3927051092,Green Block Mining
1293,CA39306L1022,Green Impact Partners
1294,CA3932108283,The Green Organic Dutchman
1295,CA3933801001,Green Shift Commodities
1296,CA39342L1085,Green Thumb Industries
1297,CA3935762029,Greenbank Capital
1298,CA39526A1003,GreenFirst Forest Prod.
1299,CA3952781043,Greenhawk Resources
1300,CA3953251038,Greenland Resources
1301,CA3953321096,Greenlane Renewables
1302,CA39540L1085,Greenrise Global
1303,CA40054T1075,G2 Energy
1304,CA40066W1068,Guanajuato Silver Company
1305,CA40281F2017,The Gummy Project
1306,CA40281L1094,Gungnir Resources
1307,CA40356P2098,Guyana Goldstrike
1308,CA4039254079,H&R REIT
1309,CA40444L1031,HPQ Silicon
1310,CA40453C1014,HS GovTech Solutions
1311,CA40638K7050,Halo Collective
1312,CA4078911001,Hamilton Thorne
1313,CA4104991076,Hanna Capital
1314,CA4105841064,Hannan Metals
1315,CA4113511097,Hanstone Gold
1316,CA41138T1057,Happy Belly Food
1317,CA4196213058,HAVN Life Sciences
1318,CA4203222084,Hawkmoon Resources
1319,CA4220961078,Headwater Exploration
1320,CA42328X1042,Helios Fairfax Partners
1321,CA42329P1009,HeliosX Lithium & Technologies
1322,CA4234071054,HELLO PAL INTERN. INC. HANDELSUNIVERSUM
1323,CA4236301020,Hemisphere Energy
1324,CA4236943060,Hemostemix
1325,CA42774L1094,Héroux-Devtek
1326,CA4283044069,HEXO
1327,CA4296951094,High Liner Foods
1328,CA42981E4013,High Tide
1329,CA43004Y1016,Highland Copper
1330,CA4315021036,Hillcrest Energy Technologies
1331,CA43366H7040,HIVE Blockchain Technologies
1332,CA4369131079,Home Capital
1333,CA4433003064,H2O Innovation
1334,CA4436281022,Hudbay Minerals
1335,CA44415F1036,Hudson Resources
1336,CA4457373070,Hunter Technology
1337,CA44702L1022,Huntsman Exploration
1338,CA44812T1021,Hut 8 Mining
1339,CA4488112083,Hydro One
1340,CA4489375085,Ibex Technologies
1341,CA44955L1067,I-80 Gold
1342,CA4495861060,IGM Financial
1343,CA45074T1021,iAnthus Capital Holdings
1344,CA4509131088,IAMGOLD
1345,CA45107N2059,Iconic Minerals
1346,CA45168X1006,Identillect Technologies
